id,name,price,brand,categoryPath
61,长安的荔枝,58.0,马伯庸,图书/文学/马伯庸/小说/长安的荔枝/平装版
62,人类简史,98.0,尤瓦尔·赫拉利,图书/社科/尤瓦尔·赫拉利/科普/人类简史/普通版
63,人类简史,98.0,尤瓦尔·赫拉利,图书/社科/尤瓦尔·赫拉利/科普/人类简史/收藏版
64,小王子绘本,45.0,圣埃克苏佩里,图书/儿童/圣埃克苏佩里/绘本/小王子绘本/精装绘本
65,小王子绘本,45.0,圣埃克苏佩里,图书/儿童/圣埃克苏佩里/绘本/小王子绘本/平装绘本
66,考研英语真题,88.0,新东方,图书/教育/新东方/考试/考研英语真题/大全解
67,考研英语真题,88.0,新东方,图书/教育/新东方/考试/考研英语真题/精简版
68,哈利波特全集,598.0,J.K.罗琳,图书/文学/J.K.罗琳/外国文学/哈利波特全集/珍藏版
69,哈利波特全集,598.0,J.K.罗琳,图书/文学/J.K.罗琳/外国文学/哈利波特全集/普通版
70,篮球,199.0,耐克,运动/球类/耐克/篮球/篮球/橙色
71,篮球,199.0,耐克,运动/球类/耐克/篮球/篮球/黑色
72,羽毛球拍,599.0,尤尼克斯,运动/器材/尤尼克斯/羽毛球拍/羽毛球拍/蓝紫色
73,羽毛球拍,599.0,尤尼克斯,运动/器材/尤尼克斯/羽毛球拍/羽毛球拍/绿色
74,瑜伽垫,69.0,迪卡侬,运动/健身/迪卡侬/瑜伽用品/瑜伽垫/深蓝色
75,瑜伽垫,69.0,迪卡侬,运动/健身/迪卡侬/瑜伽用品/瑜伽垫/浅蓝色
76,跳绳,39.9,Keep,运动/健身/Keep/跳绳/跳绳/黑色
77,跳绳,39.9,Keep,运动/健身/Keep/跳绳/跳绳/彩色
78,乒乓球拍,149.0,李宁,运动/器材/李宁/乒乓球拍/乒乓球拍/红色
79,乒乓球拍,149.0,李宁,运动/器材/李宁/乒乓球拍/乒乓球拍/黑色
80,L码纸尿裤,89.0,花王,母婴/纸尿裤/花王/L码/L码纸尿裤/超薄款
81,L码纸尿裤,89.0,花王,母婴/纸尿裤/花王/L码/L码纸尿裤/透气款
82,婴儿奶瓶,79.0,贝亲,母婴/喂养/贝亲/奶瓶/婴儿奶瓶/玻璃材质
83,婴儿奶瓶,79.0,贝亲,母婴/喂养/贝亲/奶瓶/婴儿奶瓶/塑料材质
84,婴儿湿巾,39.0,Babycare,母婴/护理/Babycare/湿巾/婴儿湿巾/无香款
85,婴儿湿巾,39.0,Babycare,母婴/护理/Babycare/湿巾/婴儿湿巾/清香款
86,婴儿枕头,199.0,良良,母婴/睡眠/良良/枕头/婴儿枕头/荞麦款
87,婴儿枕头,199.0,良良,母婴/睡眠/良良/枕头/婴儿枕头/棉花款
88,婴儿奶粉,299.0,澳优,母婴/食品/澳优/奶粉/婴儿奶粉/3段
89,婴儿奶粉,299.0,澳优,母婴/食品/澳优/奶粉/婴儿奶粉/4段
90,无人机,6499.0,大疆,电子产品/无人机/大疆/航拍/无人机/灰色
91,无人机,6499.0,大疆,电子产品/无人机/大疆/航拍/无人机/白色
92,电竞鼠标,399.0,雷蛇,电子产品/电脑配件/雷蛇/鼠标/电竞鼠标/黑色
93,电竞鼠标,399.0,雷蛇,电子产品/电脑配件/雷蛇/鼠标/电竞鼠标/绿色
94,男士T恤,79.0,优衣库,服装/男装/优衣库/T恤/男士T恤/黑色
95,男士T恤,79.0,优衣库,服装/男装/优衣库/T恤/男士T恤/白色
96,茶几,1299.0,全友家居,家居/家具/全友家居/茶几/茶几/岩板材质
97,茶几,1299.0,全友家居,家居/家具/全友家居/茶几/茶几/木质材质
98,夏威夷果,59.9,三只松鼠,食品/零食/三只松鼠/坚果/夏威夷果/罐装
99,夏威夷果,59.9,三只松鼠,食品/零食/三只松鼠/坚果/夏威夷果/袋装
100,小黑瓶,379.0,欧莱雅,美妆/护肤/欧莱雅/精华/小黑瓶/常规装
101,小黑瓶,379.0,欧莱雅,美妆/护肤/欧莱雅/精华/小黑瓶/升级装
102,活着,45.0,余华,图书/文学/余华/小说/活着/普通版
103,活着,45.0,余华,图书/文学/余华/小说/活着/纪念版
104,运动鞋,299.0,安踏,运动/鞋类/安踏/运动鞋/运动鞋/减震款
105,运动鞋,299.0,安踏,运动/鞋类/安踏/运动鞋/运动鞋/透气款
106,M码纸尿裤,79.0,好奇,母婴/纸尿裤/好奇/M码/M码纸尿裤/透气款
107,M码纸尿裤,79.0,好奇,母婴/纸尿裤/好奇/M码/M码纸尿裤/柔软款
108,AirPods Pro,1799.0,苹果,电子产品/耳机/苹果/降噪/AirPods Pro/白色
109,AirPods Pro,1799.0,苹果,电子产品/耳机/苹果/降噪/AirPods Pro/黑色
110,机械键盘,499.0,樱桃,电子产品/电脑配件/樱桃/键盘/机械键盘/茶轴
111,机械键盘,499.0,樱桃,电子产品/电脑配件/樱桃/键盘/机械键盘/青轴
112,智能手表,1299.0,华为,电子产品/智能穿戴/华为/手表/智能手表/黑色
113,智能手表,1299.0,华为,电子产品/智能穿戴/华为/手表/智能手表/银色
114,微单相机,7999.0,索尼,电子产品/相机/索尼/微单/微单相机/黑色
115,微单相机,7999.0,索尼,电子产品/相机/索尼/微单/微单相机/银色
116,平板电脑,4299.0,苹果,电子产品/电脑/苹果/平板/平板电脑/银色
117,平板电脑,4299.0,苹果,电子产品/电脑/苹果/平板/平板电脑/深空灰色
118,电竞椅,1299.0,迪锐克斯,家居/家具/迪锐克斯/座椅/电竞椅/黑色
119,电竞椅,1299.0,迪锐克斯,家居/家具/迪锐克斯/座椅/电竞椅/红色
120,咖啡机,1299.0,德龙,家居/厨房电器/德龙/咖啡机/咖啡机/半自动
121,咖啡机,1299.0,德龙,家居/厨房电器/德龙/咖啡机/咖啡机/全自动
122,投影仪,3499.0,坚果,家居/电器/坚果/投影/投影仪/白色
123,投影仪,3499.0,坚果,家居/电器/坚果/投影/投影仪/黑色
124,保温杯,129.0,象印,家居/日用/象印/杯具/保温杯/不锈钢材质
125,保温杯,129.0,象印,家居/日用/象印/杯具/保温杯/陶瓷内胆材质
126,吹风机,299.0,戴森,家居/个人护理/戴森/美发/吹风机/紫红色
127,吹风机,299.0,戴森,家居/个人护理/戴森/美发/吹风机/镍紫色
128,智能门锁,1599.0,小米,家居/安防/小米/门锁/智能门锁/黑色
129,智能门锁,1599.0,小米,家居/安防/小米/门锁/智能门锁/银色
130,电动牙刷,299.0,飞利浦,家居/个人护理/飞利浦/口腔/电动牙刷/白色
131,电动牙刷,299.0,飞利浦,家居/个人护理/飞利浦/口腔/电动牙刷/黑色
132,瑜伽服套装,399.0,lululemon,服装/运动装/lululemon/套装/瑜伽服套装/黑色
133,瑜伽服套装,399.0,lululemon,服装/运动装/lululemon/套装/瑜伽服套装/灰色
134,冲锋衣,1299.0,北面,服装/户外/北面/外套/冲锋衣/黑色
135,冲锋衣,1299.0,北面,服装/户外/北面/外套/冲锋衣/蓝色
136,登山鞋,899.0,探路者,服装/户外/探路者/鞋类/登山鞋/黑色
137,登山鞋,899.0,探路者,服装/户外/探路者/鞋类/登山鞋/棕色
138,连衣裙,499.0,ZARA,服装/女装/ZARA/裙装/连衣裙/红色
139,连衣裙,499.0,ZARA,服装/女装/ZARA/裙装/连衣裙/黑色
140,男士衬衫,299.0,雅戈尔,服装/男装/雅戈尔/上衣/男士衬衫/白色
141,男士衬衫,299.0,雅戈尔,服装/男装/雅戈尔/上衣/男士衬衫/蓝色
142,儿童玩具车,199.0,奥迪双钻,母婴/玩具/奥迪双钻/童车/儿童玩具车/红色
143,儿童玩具车,199.0,奥迪双钻,母婴/玩具/奥迪双钻/童车/儿童玩具车/黄色
144,早教机,399.0,火火兔,母婴/益智/火火兔/早教机/早教机/粉色
145,早教机,399.0,火火兔,母婴/益智/火火兔/早教机/早教机/蓝色
146,婴儿推车,599.0,好孩子,母婴/出行/好孩子/推车/婴儿推车/黑色
147,婴儿推车,599.0,好孩子,母婴/出行/好孩子/推车/婴儿推车/灰色
148,防晒霜,129.0,安热沙,美妆/护肤/安热沙/防晒/防晒霜/金瓶
149,防晒霜,129.0,安热沙,美妆/护肤/安热沙/防晒/防晒霜/银瓶
150,口红套装,399.0,迪奥,美妆/彩妆/迪奥/唇部/口红套装/经典款
151,口红套装,399.0,迪奥,美妆/彩妆/迪奥/唇部/口红套装/限量款
152,粉底液,299.0,阿玛尼,美妆/彩妆/阿玛尼/底妆/粉底液/权力款
153,粉底液,299.0,阿玛尼,美妆/彩妆/阿玛尼/底妆/粉底液/光感款
154,眉笔,99.0,花西子,美妆/彩妆/花西子/眉部/眉笔/砍刀式
155,眉笔,99.0,花西子,美妆/彩妆/花西子/眉部/眉笔/极细款
156,隔离霜,189.0,兰芝,美妆/彩妆/兰芝/底妆/隔离霜/紫色
157,隔离霜,189.0,兰芝,美妆/彩妆/兰芝/底妆/隔离霜/绿色
158,洗发水,89.0,海飞丝,家居/个人护理/海飞丝/洗发/洗发水/去屑型
159,洗发水,89.0,海飞丝,家居/个人护理/海飞丝/洗发/洗发水/控油型
160,沐浴露,69.0,多芬,家居/个人护理/多芬/沐浴/沐浴露/滋润型
161,沐浴露,69.0,多芬,家居/个人护理/多芬/沐浴/沐浴露/清爽型
162,身体乳,99.0,欧舒丹,家居/个人护理/欧舒丹/身体/身体乳/乳木果味
163,身体乳,99.0,欧舒丹,家居/个人护理/欧舒丹/身体/身体乳/樱花味
164,牙膏,39.0,云南白药,家居/个人护理/云南白药/口腔/牙膏/防蛀型
165,牙膏,39.0,云南白药,家居/个人护理/云南白药/口腔/牙膏/美白型
166,面膜贴,199.0,敷尔佳,美妆/护肤/敷尔佳/面膜/面膜贴/医用款
167,面膜贴,199.0,敷尔佳,美妆/护肤/敷尔佳/面膜/面膜贴/补水款
168,蛋白粉,299.0,汤臣倍健,食品/营养/汤臣倍健/蛋白粉/蛋白粉/乳清蛋白
169,蛋白粉,299.0,汤臣倍健,食品/营养/汤臣倍健/蛋白粉/蛋白粉/大豆蛋白
170,维生素C,99.0,Swisse,食品/营养/Swisse/维生素/维生素C/咀嚼片
171,维生素C,99.0,Swisse,食品/营养/Swisse/维生素/维生素C/泡腾片
172,益生菌,159.0,合生元,食品/营养/合生元/益生菌/益生菌/儿童款
173,益生菌,159.0,合生元,食品/营养/合生元/益生菌/益生菌/成人款
174,燕麦片,59.0,桂格,食品/早餐/桂格/燕麦/燕麦片/即食型
175,燕麦片,59.0,桂格,食品/早餐/桂格/燕麦/燕麦片/快熟型
176,牛奶,69.0,特仑苏,食品/饮料/特仑苏/牛奶/牛奶/纯牛奶
177,牛奶,69.0,特仑苏,食品/饮料/特仑苏/牛奶/牛奶/低脂牛奶
178,酸奶,79.0,安慕希,食品/饮料/安慕希/酸奶/酸奶/原味
179,酸奶,79.0,安慕希,食品/饮料/安慕希/酸奶/酸奶/蓝莓味
180,饼干,49.0,奥利奥,食品/零食/奥利奥/饼干/饼干/夹心
181,饼干,49.0,奥利奥,食品/零食/奥利奥/饼干/饼干/原味
182,薯片,39.0,乐事,食品/零食/乐事/膨化/薯片/原味
183,薯片,39.0,乐事,食品/零食/乐事/膨化/薯片/番茄味
184,火腿肠,29.0,双汇,食品/肉类/双汇/香肠/火腿肠/原味
185,火腿肠,29.0,双汇,食品/肉类/双汇/香肠/火腿肠/玉米味
186,方便面,49.0,康师傅,食品/速食/康师傅/方便面/方便面/红烧牛肉味
187,方便面,49.0,康师傅,食品/速食/康师傅/方便面/方便面/鲜虾鱼板面
188,路由器,399.0,华硕,电子产品/网络设备/华硕/路由器/路由器/电竞款
189,路由器,399.0,华硕,电子产品/网络设备/华硕/路由器/路由器/家用款
190,电视,5999.0,海信,电子产品/家电/海信/电视/电视/55寸
191,电视,5999.0,海信,电子产品/家电/海信/电视/电视/65寸
192,冰箱,3499.0,海尔,电子产品/家电/海尔/冰箱/冰箱/双门
193,冰箱,3499.0,海尔,电子产品/家电/海尔/冰箱/冰箱/三门
194,洗衣机,2999.0,小天鹅,电子产品/家电/小天鹅/洗衣机/洗衣机/滚筒
195,洗衣机,2999.0,小天鹅,电子产品/家电/小天鹅/洗衣机/洗衣机/波轮
196,微波炉,499.0,格兰仕,家居/厨房电器/格兰仕/微波炉/微波炉/转盘式
197,微波炉,499.0,格兰仕,家居/厨房电器/格兰仕/微波炉/微波炉/平板式
198,电饭煲,299.0,小米,家居/厨房电器/小米/电饭煲/电饭煲/基础款
199,电饭煲,299.0,小米,家居/厨房电器/小米/电饭煲/电饭煲/智能款
200,挂烫机,399.0,美的,家居/个人护理/美的/熨烫/挂烫机/立式
201,RTX4090显卡,12999.0,NVIDIA,电子产品/电脑配件/NVIDIA/显卡/RTX4090/公版
202,RTX4090显卡,12999.0,NVIDIA,电子产品/电脑配件/NVIDIA/显卡/RTX4090/非公版
203,4K显示器,3499.0,三星,电子产品/显示器/三星/4K/4K显示器/27寸
204,4K显示器,3499.0,三星,电子产品/显示器/三星/4K/4K显示器/32寸
205,电竞耳机,799.0,赛睿,电子产品/外设/赛睿/耳机/电竞耳机/黑色
206,电竞耳机,799.0,赛睿,电子产品/外设/赛睿/耳机/电竞耳机/白色
207,移动硬盘,599.0,希捷,电子产品/存储/希捷/硬盘/移动硬盘/1TB
208,移动硬盘,599.0,希捷,电子产品/存储/希捷/硬盘/移动硬盘/2TB
209,SSD固态硬盘,499.0,西部数据,电子产品/存储/西部数据/SSD/SSD固态硬盘/500GB
210,SSD固态硬盘,499.0,西部数据,电子产品/存储/西部数据/SSD/SSD固态硬盘/1TB
211,男士风衣,899.0,波司登,服装/男装/波司登/外套/男士风衣/卡其色
212,男士风衣,899.0,波司登,服装/男装/波司登/外套/男士风衣/黑色
213,女士羊绒衫,699.0,鄂尔多斯,服装/女装/鄂尔多斯/毛衣/女士羊绒衫/米色
214,女士羊绒衫,699.0,鄂尔多斯,服装/女装/鄂尔多斯/毛衣/女士羊绒衫/驼色
215,儿童运动鞋,199.0,安踏,服装/童装/安踏/鞋类/儿童运动鞋/蓝色
216,儿童运动鞋,199.0,安踏,服装/童装/安踏/鞋类/儿童运动鞋/粉色
217,真丝围巾,399.0,万事利,服装/配饰/万事利/围巾/真丝围巾/花色款
218,真丝围巾,399.0,万事利,服装/配饰/万事利/围巾/真丝围巾/素色款
219,牛皮腰带,299.0,金利来,服装/配饰/金利来/腰带/牛皮腰带/黑色
220,牛皮腰带,299.0,金利来,服装/配饰/金利来/腰带/牛皮腰带/棕色
221,实木餐桌,3999.0,全友家居,家居/家具/全友家居/餐桌/实木餐桌/1.4米
222,实木餐桌,3999.0,全友家居,家居/家具/全友家居/餐桌/实木餐桌/1.6米
223,智能马桶,2999.0,九牧,家居/卫浴/九牧/马桶/智能马桶/基础款
224,智能马桶,2999.0,九牧,家居/卫浴/九牧/马桶/智能马桶/旗舰款
225,空气炸锅,499.0,美的,家居/厨房电器/美的/空气炸锅/空气炸锅/3.5L
226,空气炸锅,499.0,美的,家居/厨房电器/美的/空气炸锅/空气炸锅/5L
227,扫地机器人,1999.0,石头科技,家居/电器/石头科技/清洁/扫地机器人/T7
228,扫地机器人,1999.0,石头科技,家居/电器/石头科技/清洁/扫地机器人/T8
229,加湿器,299.0,小米,家居/电器/小米/加湿器/加湿器/超声波款
230,加湿器,299.0,小米,家居/电器/小米/加湿器/加湿器/蒸发式
231,黑巧克力,59.0,好时,食品/零食/好时/巧克力/黑巧克力/70%可可
232,黑巧克力,59.0,好时,食品/零食/好时/巧克力/黑巧克力/85%可可
233,牛肉干,89.0,科尔沁,食品/肉类/科尔沁/肉制品/牛肉干/原味
234,牛肉干,89.0,科尔沁,食品/肉类/科尔沁/肉制品/牛肉干/麻辣味
235,速溶咖啡,69.0,雀巢,食品/饮料/雀巢/咖啡/速溶咖啡/原味
236,速溶咖啡,69.0,雀巢,食品/饮料/雀巢/咖啡/速溶咖啡/特浓
237,气泡水,5.0,元气森林,食品/饮料/元气森林/气泡水/气泡水/白桃味
238,气泡水,5.0,元气森林,食品/饮料/元气森林/气泡水/气泡水/青柠味
239,螺蛳粉,15.0,好欢螺,食品/速食/好欢螺/螺蛳粉/螺蛳粉/经典款
240,螺蛳粉,15.0,好欢螺,食品/速食/好欢螺/螺蛳粉/螺蛳粉/加辣款
241,神仙水,1540.0,SK-II,美妆/护肤/SK-II/精华/神仙水/230ml
242,神仙水,1540.0,SK-II,美妆/护肤/SK-II/精华/神仙水/330ml
243,卸妆油,290.0,植村秀,美妆/护肤/植村秀/卸妆/卸妆油/琥珀款
244,卸妆油,290.0,植村秀,美妆/护肤/植村秀/卸妆/卸妆油/樱花款
245,气垫BB霜,359.0,雪花秀,美妆/彩妆/雪花秀/底妆/气垫BB霜/自然色
246,气垫BB霜,359.0,雪花秀,美妆/彩妆/雪花秀/底妆/气垫BB霜/亮白色
247,睫毛膏,199.0,赫莲娜,美妆/彩妆/赫莲娜/睫毛/睫毛膏/纤长款
248,睫毛膏,199.0,赫莲娜,美妆/彩妆/赫莲娜/睫毛/睫毛膏/浓密款
249,腮红,259.0,NARS,美妆/彩妆/NARS/腮红/腮红/高潮色
250,腮红,259.0,NARS,美妆/彩妆/NARS/腮红/腮红/深喉色
251,网球拍,599.0,Wilson,运动/球类/Wilson/网球拍/网球拍/专业款
252,网球拍,599.0,Wilson,运动/球类/Wilson/网球拍/网球拍/入门款
253,高尔夫球杆,3999.0,TaylorMade,运动/高尔夫/TaylorMade/球杆/高尔夫球杆/铁杆组
254,高尔夫球杆,3999.0,TaylorMade,运动/高尔夫/TaylorMade/球杆/高尔夫球杆/木杆组
255,滑雪镜,499.0,Oakley,运动/户外/Oakley/滑雪装备/滑雪镜/柱面镜
256,滑雪镜,499.0,Oakley,运动/户外/Oakley/滑雪装备/滑雪镜/球面镜
257,登山杖,199.0,Black Diamond,运动/户外/Black Diamond/登山装备/登山杖/碳纤维
258,登山杖,199.0,Black Diamond,运动/户外/Black Diamond/登山装备/登山杖/铝合金
259,泳镜,129.0,速比涛,运动/游泳/速比涛/泳镜/泳镜/镀膜款
260,泳镜,129.0,速比涛,运动/游泳/速比涛/泳镜/泳镜/普通款
261,婴儿辅食机,399.0,飞利浦新安怡,母婴/喂养/飞利浦新安怡/辅食机/婴儿辅食机/多功能
262,婴儿辅食机,399.0,飞利浦新安怡,母婴/喂养/飞利浦新安怡/辅食机/婴儿辅食机/基础款
263,孕妇DHA,299.0,惠氏,母婴/营养/惠氏/孕妇营养/孕妇DHA/藻油款
264,孕妇DHA,299.0,惠氏,母婴/营养/惠氏/孕妇营养/孕妇DHA/鱼油款
265,儿童自行车,599.0,好孩子,母婴/玩具/好孩子/童车/儿童自行车/16寸
266,儿童自行车,599.0,好孩子,母婴/玩具/好孩子/童车/儿童自行车/20寸
267,婴儿睡袋,199.0,良良,母婴/睡眠/良良/睡袋/婴儿睡袋/春秋款
268,婴儿睡袋,199.0,良良,母婴/睡眠/良良/睡袋/婴儿睡袋/冬款
269,孕妇裤,159.0,十月结晶,母婴/孕妇装/十月结晶/裤子/孕妇裤/托腹款
270,孕妇裤,159.0,十月结晶,母婴/孕妇装/十月结晶/裤子/孕妇裤/休闲款
271,智能门铃,599.0,小米,家居/安防/小米/智能家居/智能门铃/标准版
272,智能门铃,599.0,小米,家居/安防/小米/智能家居/智能门铃/Pro版
273,电动窗帘,899.0,Aqara,家居/智能家居/Aqara/窗帘/电动窗帘/单轨
274,电动窗帘,899.0,Aqara,家居/智能家居/Aqara/窗帘/电动窗帘/双轨
275,香薰机,199.0,无印良品,家居/日用/无印良品/香薰/香薰机/大号
276,香薰机,199.0,无印良品,家居/日用/无印良品/香薰/香薰机/小号
277,铸铁锅,599.0,Staub,家居/厨房用品/Staub/锅具/铸铁锅/圆形
278,铸铁锅,599.0,Staub,家居/厨房用品/Staub/锅具/铸铁锅/椭圆形
279,陶瓷刀,199.0,京瓷,家居/厨房用品/京瓷/刀具/陶瓷刀/三件套
280,陶瓷刀,199.0,京瓷,家居/厨房用品/京瓷/刀具/陶瓷刀/五件套
281,威士忌,599.0,尊尼获加,食品/酒类/尊尼获加/威士忌/威士忌/黑牌
282,威士忌,599.0,尊尼获加,食品/酒类/尊尼获加/威士忌/威士忌/红牌
283,红酒,299.0,拉菲,食品/酒类/拉菲/葡萄酒/红酒/波尔多
284,红酒,299.0,拉菲,食品/酒类/拉菲/葡萄酒/红酒/赤霞珠
285,白茶,399.0,八马茶业,食品/茶饮/八马茶业/白茶/白茶/白牡丹
286,白茶,399.0,八马茶业,食品/茶饮/八马茶业/白茶/白茶/寿眉
287,冻干咖啡,89.0,三顿半,食品/饮料/三顿半/咖啡/冻干咖啡/数字系列
288,冻干咖啡,89.0,三顿半,食品/饮料/三顿半/咖啡/冻干咖啡/基础系列
289,蛋白棒,99.0,肌肉科技,食品/营养/肌肉科技/蛋白棒/蛋白棒/巧克力味
290,蛋白棒,99.0,肌肉科技,食品/营养/肌肉科技/蛋白棒/蛋白棒/草莓味
291,美容仪,1299.0,雅萌,美妆/护肤/雅萌/美容仪/美容仪/红光款
292,美容仪,1299.0,雅萌,美妆/护肤/雅萌/美容仪/美容仪/射频款
293,脱毛仪,899.0,飞利浦,美妆/护肤/飞利浦/脱毛仪/脱毛仪/冰感款
294,脱毛仪,899.0,飞利浦,美妆/护肤/飞利浦/脱毛仪/脱毛仪/脉冲款
295,卷发棒,399.0,戴森,美妆/美发/戴森/卷发棒/卷发棒/直卷两用
296,卷发棒,399.0,戴森,美妆/美发/戴森/卷发棒/卷发棒/自动卷发
297,男士洁面,159.0,碧欧泉,美妆/护肤/碧欧泉/男士/男士洁面/控油款
298,男士洁面,159.0,碧欧泉,美妆/护肤/碧欧泉/男士/男士洁面/保湿款
299,儿童防晒,99.0,Thinkbaby,美妆/护肤/Thinkbaby/儿童/儿童防晒/物理防晒
300,儿童防晒,99.0,Thinkbaby,美妆/护肤/Thinkbaby/儿童/儿童防晒/化学防晒
